Tweets,ID,Date,Likes,RTs,clean_text,sentiment
١٥-٢٥ الرياض stc الياف بصرية,1.18885e+18,10/28/2019 16:18,0.0,0.0,١٥٢٥ الرياض stc الياف بصريه,neutral
انا stc الياف وبالخبر ونتي ٢٠ وفوق !!,1.18713e+18,10/23/2019 22:19,0.0,0.0,انا stc الياف وبالخبر ونتي ٢٠ وفوق,neutral
40_20 stc الياف الدمام,1.18708e+18,10/23/2019 18:51,0.0,0.0,4020 stc الياف الدمام,neutral
عملاء stc الياف 5G كم السرعه عندكم,1.18704e+18,10/23/2019 16:22,0.0,0.0,عملاء stc الياف 5G كم السرعه عندكم,neutral
بنقي : ٢٥-٥٥ ، اتصالي : STC الياف ، مدينتي : المنطقة الشرقية بالتحديد الجبيل,1.18701e+18,10/23/2019 14:06,0.0,0.0,بنقي ٢٥ اتصالي STC الياف مدينتي المنطقه الشرقيه بالتحديد الجبيل,neutral
بنقي من 200الى300والله العظيم stc الياف جازان,1.18699e+18,10/23/2019 13:06,0.0,0.0,بنقي من 20الي30واله العظيم stc الياف جازان,neutral
٣٠-٦٠ STC الياف الخبر,1.18697e+18,10/23/2019 11:57,0.0,0.0,٣٠٦٠ STC الياف الخبر,neutral
١٠_٤٠ stc الياف,1.18696e+18,10/23/2019 11:03,1.0,0.0,١٠٤٠ stc الياف,neutral
انا بالرياض بنقي من 60 الى 40 نوع الاتصال STC الياف متكاملة,1.18695e+18,10/23/2019 10:15,0.0,0.0,انا بالرياض بنقي من 60 الي 40 نوع الاتصال STC الياف متكامله,neutral
stc الياف مدينة جدة ٣٥,1.18693e+18,10/23/2019 8:55,0.0,0.0,stc الياف مدينه جده ٣٥,neutral
بنقي من ٣٠ -١٥ STC ألياف الرياض,1.18692e+18,10/23/2019 8:16,0.0,0.0,بنقي من ٣٠ ١٥ STC الياف الرياض,neutral
البنق : 40-35 STC ألياف الشرقية,1.18692e+18,10/23/2019 8:05,0.0,0.0,البنق 4035 STC الياف الشرقيه,neutral
البنق من 50 الى 120 STC ألياف بصرية سرعه 200 ميجا مدينة حائل,1.18691e+18,10/23/2019 7:47,3.0,0.0,البنق من 50 الي 120 STC الياف بصريه سرعه 20 ميجا مدينه حائل,neutral
STC الياف,1.18445e+18,10/16/2019 13:01,0.0,0.0,STC الياف,neutral
هذه الصورة الان .. STC ألياف ضوئية .. حي الياقوت,1.1824e+18,10/10/2019 20:51,1.0,2.0,هذه الصوره الان STC الياف ضوئيه حي الياقوت,neutral
@STC_cares @stc الياف بصرية واسرع نت وله فوق ٤ اشهر النت تعبان !!!,1.1823e+18,10/10/2019 14:07,0.0,0.0,الياف بصريه واسرع نت وله فوق ٤ اشهر النت تعبان,negative
انا عندي STC ألياف سريع ومايقطع,1.18162e+18,10/8/2019 17:15,0.0,0.0,انا عندي STC الياف سريع ومايقطع,positive
اخوي فهد مساك الله بالخير. كيف اطبق عملية اعادة تعيين الشبكة على مودم STC الياف ومودم موصل فيه لتقوية الشبكة اعذرني معلوماتي بسيطة جدا بالتقنية.,1.18113e+18,10/7/2019 9:07,0.0,0.0,اخوي فهد مساك اله بالخير كيف اطبق عمليه اعاده تعين الشبكه علي مودم STC الياف ومودم موصل فيه لتقويه الشبكه اعذرني معلوماتي بسيطه جدا بالتقنيه,neutral
في الموقع يوجد تغطية للالياف البصريه لمنزلي علما بأني اشتركت عن طريق STC الياف البصرية اكثر من شهرين عميلنا العزيز، لتأكيد طلبك للاشتراك في باقة Unlimited Fiber 80Mbps - فايبر لا محدود 80 ميجا بمبلغ: 103.95 ريال رقم الطلب: 1-1212883934664 يرجى تزويد موظف الخدمة بالرمز التالي:**,1.18093e+18,10/6/2019 19:49,0.0,0.0,في الموقع يوجد تغطيه لالياف البصريه لمنزلي علما باني اشتركت عن طريق STC الياف البصريه اكثر من شهرين عميلنا العزيز لتاكيد طلبك لاشتراك في باقه Unlimited Fiber 80Mbps فايبر لا محدود 80 ميجا بمبلغ 10395 ريال رقم الطلب 12128393464 يرجي تزويد موظف الخدمه بالرمز التالي,neutral
نفس مشكلتك بالضبط ونتي STC الياف ٢٠٠ ميغا,1.17834e+18,9/29/2019 16:23,0.0,0.0,نفس مشكلتك بالضبط ونتي STC الياف ٢٠ ميغا,neutral
STC ألياف ١٠٠ ميغا,1.17778e+18,9/28/2019 2:46,0.0,0.0,STC الياف ١٠ ميغا,positive
stc الياف,1.17729e+18,9/26/2019 18:20,0.0,0.0,stc الياف,neutral
@Amana940 حي طويق قبل ٥ شهور تم حفر من شركة stc الياف بصريه وتم الردم لكن لم يتم الزفلته والحي متشوه والطريق كذالك نتمى منكم الرد مقابل نادي النصر,1.17557e+18,9/22/2019 0:49,0.0,0.0,حي طويق قبل ٥ شهور تم حفر من شركه stc الياف بصريه وتم الردم لكن لم يتم الزفلته والحي متشوه والطريق كذالك نتمي منكم الرد مقابل نادي النصر,neutral
دام كذا اجل معاك حق انا عن نفسي عندي stc ألياف والسرعة واصلة معاي بشكل كامل,1.17283e+18,9/14/2019 11:00,0.0,0.0,دام كذا اجل معاك حق انا عن نفسي عندي stc الياف والسرعه واصله معاي بشكل كامل,positive
خذ STC الياف ٥٠ ميقا ب ٢٥٠ ريال بنقي في اوفر ٩٠,1.17243e+18,9/13/2019 8:31,0.0,0.0,خذ STC الياف ٥٠ ميقا ب ٢٥٠ ريال بنقي في اوفر ٩٠,neutral
Stc الياف,1.17169e+18,9/11/2019 7:35,0.0,0.0,Stc الياف,neutral
ويسلمك ماقصرت والله . بس انا نتي stc الياف بصريه مركب اقوى سرعه وكل وضعي بالألعاب الاخرى تمام الا ريديد فاتوقع من نفس السيرفرات.,1.17144e+18,9/10/2019 15:22,1.0,0.0,ويسلمك ماقصرت واله بس انا نتي stc الياف بصريه مركب اقوي سرعه وكل وضعي بالالعاب الاخري تمام الا ريديد فاتوقع من نفس السيرفرات,positive
اهلييننن غبنة ولله ، اخش اشوف خريطة الالياف تبع STC يطلعلي انه متوفر عندي اجي ابي اشترك يقولي مايدعم ذا الموقع ، المصيبة انهم مرتين يمرو من عند الحي حقنا بس عند شارعنا مايحفرون !!!!!!!!!!! @STC_KSA @STCcare #stc #الياف,1.17143e+18,9/10/2019 14:39,0.0,0.0,اهلين غبنه وله اخش اشوف خريطه الالياف تبع STC يطلعلي انه متوفر عندي اجي ابي اشترك يقولي مايدعم ذا الموقع المصيبه انهم مرتين يمرو من عند الحي حقنا بس عند شارعنا مايحفرون stc الياف,negative
ننتظر صار لنا مده انا من سكان العقربيه قريب من مستشفى الملك فهد ولم تصلنا الخدمه من STC الياف,1.17094e+18,9/9/2019 6:03,0.0,0.0,نتظر صار لنا مده انا من سكان العقربيه قريب من مستشفي الملك فهد ولم تصلنا الخدمه من STC الياف,neutral
STC ألياف سرعة ٢٠٠ اسم برنامجهم ع الجوال ورسيفر بي آوت DOOM IPTV,1.16678e+18,8/28/2019 18:39,0.0,0.0,STC الياف سرعه ٢٠ اسم برنامجهم ع الجوال ورسيفر بي اوت DOM IPTV,neutral
ماعليش راكان كيف تبي نلعب بالبطولة والبنق 200 والنت stc الياف بعد يعني العب بيصير سئ جدااااا,1.1628e+18,8/17/2019 18:36,0.0,0.0,ماعليش راكان كيف تبي نلعب بالبطوله والبنق 20 والنت stc الياف بعد يعني العب بيصير سئ جدا,negative
البنق ١٦٠ stc ألياف بصريه,1.16238e+18,8/16/2019 15:02,1.0,1.0,البنق ١٦٠ stc الياف بصريه,neutral
مو شغله صعبه ويبيلها شرح بس خذ stc الياف ويجيك هالبنق الا اذا كنت في منطقه مافي الألياف الله يعينك وانا نفس بنقه تقريبًا,1.16211e+18,8/15/2019 21:25,0.0,0.0,مو شغله صعبه ويبيلها شرح بس خذ stc الياف ويجيك هالبنق الا اذا كنت في منطقه مافي الالياف اله يعينك وانا نفس بنقه تقريبًا,neutral
40-55 stc الياف ٢٠٠ ميقا مو مسوي شيء بالمودم,1.1621e+18,8/15/2019 20:16,0.0,0.0,405 stc الياف ٢٠ ميقا مو مسوي شيء بالمودم,neutral
انا stc الياف بنقي 25-60,1.16204e+18,8/15/2019 16:43,0.0,0.0,انا stc الياف بنقي 2560,neutral
غريبه انا stc الياف 20ميقا والبنق بعد اخر تحديث من ٣٠الى٦٠ بس الثابت مابين ٤٠ وال٥٠,1.16203e+18,8/15/2019 15:50,0.0,0.0,غريبه انا stc الياف 20ميقا والبنق بعد اخر تحديث من ٣٠الي٦٠ بس الثابت مابين ٤٠ وال٥٠,neutral
انا stc الياف بنقي ثابت ٣٠ بي سي في الرياض,1.16199e+18,8/15/2019 13:34,0.0,0.0,انا stc الياف بنقي ثابت ٣٠ بي سي في الرياض,neutral
لحد الان بنقي 170 وفوق نتي stcالياف,1.16179e+18,8/15/2019 0:17,0.0,0.0,لحد الان بنقي 170 وفوق نتي stcالياف,neutral
STC ألياف,1.16179e+18,8/14/2019 23:59,0.0,0.0,STC الياف,neutral
لا stc الياف,1.16178e+18,8/14/2019 23:38,0.0,0.0,لا stc الياف,neutral
انا stc ألياف الاتصالات المتكامله بنقي من ٤٠ إلى ٥٠,1.16174e+18,8/14/2019 21:00,0.0,0.0,انا stc الياف الاتصالات المتكامله بنقي من ٤٠ الي ٥٠,neutral
ي جماعه انا STC الياف وفايبر وسرييع مره ومع السيرفرات البنق ١٣٠ - ١١٠,1.16172e+18,8/14/2019 19:31,0.0,0.0,ي جماعه انا STC الياف وفايبر وسريع مره ومع السيرفرات البنق ١٣٠ ١٠,positive
stc الياف هذا وانا بتبوك,1.1617e+18,8/14/2019 18:06,1.0,0.0,stc الياف هذا وانا بتبوك,neutral
يب حتى انا stc الياف و البنق ما ينزل عن ١٩٠,1.16159e+18,8/14/2019 11:04,0.0,0.0,يب حتي انا stc الياف و البنق ما ينزل عن ١٩٠,neutral
جده . STCألياف . البنق في ميدل ايست 90 بس,1.16096e+18,8/12/2019 17:20,0.0,0.0,جده STCالياف البنق في ميدل ايست 90 بس,neutral
انا stc الياف وبنقي بين 90 وال50 في مدلايست,1.16083e+18,8/12/2019 8:09,0.0,0.0,انا stc الياف وبنقي بين 90 وال50 في مدلايست,neutral
مانفعت طريقته معي ونتي STC الياف 300 ميقا مدري ليه حظي تبن,1.16076e+18,8/12/2019 3:37,0.0,0.0,مانفعت طريقته معي ونتي STC الياف 30 ميقا مدري ليه حظي تبن,negative
Stc الياف بس حتى ف نت الجوال ماقطع ماشاء الله,1.16064e+18,8/11/2019 19:48,0.0,0.0,Stc الياف بس حتي ف نت الجوال ماقطع ماشاء اله,positive
نتي STC الياف HG8245Q الانتر فيس مختلف حيل والابلكيشن مو موجوده ولا قائمه البورتات ؟,1.16063e+18,8/11/2019 19:03,0.0,0.0,نتي STC الياف HG8245Q الانتر فيس مختلف حيل والابلكيشن مو موجوده ولا قائمه البورتات,neutral
طيب انا مركب مقوي tp link والمودم stc الياف يمديني اسوي نفس الطريقة حقتك ولا لا؟,1.16028e+18,8/10/2019 19:53,0.0,0.0,طيب انا مركب مقوي tp link والمودم stc الياف يمديني اسوي نفس الطريقه حقتك ولا لا,neutral
المشكله اعدادات stc الياف غييير مره ولا عرفت لها,1.16026e+18,8/10/2019 19:01,0.0,0.0,المشكله اعدادات stc الياف غير مره ولا عرفت لها,neutral
STC الياف في الخبر عند جسر البحرين البنق امس٩٠,1.16023e+18,8/10/2019 16:52,0.0,0.0,STC الياف في الخبر عند جسر البحرين البنق امس٩٠,neutral
انا STCالياف فالرياض بنقي 80-90,1.1602e+18,8/10/2019 14:51,0.0,0.0,انا STCالياف فالرياض بنقي 8090,neutral
"السعودية المنطقة الشرقية تحديداً الدمام STC ألياف البنق90-120 Saudi Arabia Eastern Province, specifically Dammam STC fibers Ping_90-120",1.1602e+18,8/10/2019 14:38,1.0,1.0,السعوديه المنطقه الشرقيه تحديداً الدمام STC الياف البنق90120 Saudi Arabia Eastern Province specificaly Damam STC fibers Ping90120,neutral
في بريدة stc الياف وبنقي من ٨٥ الى ١٣٠ ماينقص عن ٨٥ واذا وصل ١٢٠ يجيني لاق مادري كيف,1.1602e+18,8/10/2019 14:25,0.0,0.0,في بريده stc الياف وبنقي من ٨٥ الي ١٣٠ ماينقص عن ٨٥ واذا وصل ١٢٠ يجيني لاق مادري كيف,negative
stc الياف وبنغي زي الاوروبي,1.16019e+18,8/10/2019 14:20,0.0,0.0,stc الياف وبنغي زي الاوروبي,neutral
بالرياض نتي stcالياف بنقي ٧٠ ماتغير شي ابد,1.16019e+18,8/10/2019 14:17,0.0,0.0,بالرياض نتي stcالياف بنقي ٧٠ ماتغير شي ابد,neutral
STC الياف البنق 60 تقريباً من الظهران,1.16018e+18,8/10/2019 13:38,0.0,0.0,STC الياف البنق 60 تقريباً من الظهران,neutral
٥٠ ،stc الياف الرياض,1.16018e+18,8/10/2019 13:36,0.0,0.0,٥٠ stc الياف الرياض,neutral
انا STC الياف ، فالرياض بنقي ٨٠ تقريباً,1.16018e+18,8/10/2019 13:34,30.0,3.0,انا STC الياف فالرياض بنقي ٨٠ تقريباً,neutral
انا شف جربتها كلها بس اذا انت stc الياف والله شي جباو والبرج الي جبنبك وخذ مثله,1.16015e+18,8/10/2019 11:13,0.0,0.0,انا شف جربتها كلها بس اذا انت stc الياف واله شي جباو والبرج الي جبنبك وخذ مثله,positive
البنق ٤٢ للأسف السعودية مدينة جدة STC الياف بصرية,1.16012e+18,8/10/2019 9:45,0.0,0.0,البنق ٤٢ لاسف السعوديه مدينه جده STC الياف بصريه,neutral
المملكه العربيه السعوديه - الرياض - البنق بالاوربي ٦٥ - البنق بميدل ايست ٦٠ ( نت STC الياف اتوقع هذي المشكله مثل الاغلب ),1.15999e+18,8/10/2019 1:03,0.0,0.0,الملكه العربيه السعوديه الرياض البنق بالاوربي ٦٥ البنق بميدل ايست ٦٠ نت STC الياف اتوقع هذي المشكله مثل الاغلب,neutral
تجربتي الشخصية ( STC ) الياف بصرية ويشتغل بدون مشاكل او تقطيع .,1.15999e+18,8/10/2019 0:51,0.0,0.0,تجربتي الشخصيه STC الياف بصريه ويشتغل بدون مشاكل او تقطيع,positive
الشرقيه stc الياف ١٠٠ وبعض الاقيام ٦٥-٧٥,1.15999e+18,8/10/2019 0:47,0.0,0.0,الشرقيه stc الياف ١٠ وبعض الاقيام ٦٥٧٥,neutral
السعودية جدة STC الياف بصريه ٨٠-٩٠ .,1.15999e+18,8/10/2019 0:42,0.0,0.0,السعوديه جده STC الياف بصريه ٨٠٩٠,neutral
يالعنم الحاله انا stc الياف البنق نفس اول 80,1.15999e+18,8/10/2019 0:33,0.0,0.0,يالعنم الحاله انا stc الياف البنق نفس اول 80,negative
انا stc الياف و البنق ١٠٠ و على اوروبا ٨٠,1.15994e+18,8/9/2019 21:43,0.0,0.0,انا stc الياف و البنق ١٠ و علي اوروبا ٨٠,neutral
واللي عايش جمب البحرين بالخبر وبنقه ١٠٠ هل راح يتعدل ولا وش سالفه (شبكتي stc الياف),1.15989e+18,8/9/2019 18:06,0.0,0.0,والي عايش جمب البحرين بالخبر وبنقه ١٠ هل راح يتعدل ولا وش سالفه شبكتي stc الياف,negative
Stc الياف الرياض بنقي 100000,1.15989e+18,8/9/2019 17:52,0.0,0.0,Stc الياف الرياض بنقي 10,neutral
انا STC الياف وبنقي 58,1.15988e+18,8/9/2019 17:35,0.0,0.0,انا STC الياف وبنقي 58,neutral
تسوقها ؟ خويي STC الياف ويلعب بنق ٢٠ سرها,1.15988e+18,8/9/2019 17:17,0.0,0.0,تسوقها خوي STC الياف ويلعب بنق ٢٠ سرها,negative
اذا stc ألياف كلم الشركة يحلون الموضوع .,1.15892e+18,8/7/2019 1:49,0.0,0.0,اذا stc الياف كلم الشركه يحلون الموضوع,neutral
STC الياف ؟ الله يعينك اكلتي هوا,1.15762e+18,8/3/2019 12:07,0.0,0.0,STC الياف اله يعينك اكلتي هوا,negative
ايه نتي stc الياف ٣٠٠ سرعته,1.15623e+18,7/30/2019 16:03,0.0,0.0,ايه نتي stc الياف ٣٠ سرعته,neutral
عندي انترنت منزلي من stc الياف بصرية ولكن الخدمة مقطوعه منذاسبوع بسبب خلل في الشبكة ، مما اظطرني الى استهلاك بياناتي في باقة جوي 70. هل يتم تعويضي ببيانات اضافية بسبب هذه المشكلة؟,1.1562e+18,7/30/2019 13:43,0.0,0.0,عندي انترنت منزلي من stc الياف بصريه ولكن الخدمه مقطوعه منذاسبوع بسب خل في الشبكه ما اظطرني الي استهلاك بياناتي في باقه جوي 70 هل يتم تعويضي بيانات اضافيه بسب هذه المشكله,negative
بالبدايه خدمتهم خرافيه اول ماتشترك يسحبون عليك واتوقع سبب التعليق انهم مستعجلين بتركيب الكبائن خذ شركه ثانيه انا سرعه 50 ميغا stc الياف 80 بنق بدون تقطيع ومرات تحت. (خايس لكن افضل الخايسين),1.15373e+18,7/23/2019 18:21,1.0,0.0,بالبدايه خدمتهم خرافيه اول ماتشترك يسحبون عليك واتوقع سب التعليق انهم مستعجلين بتركيب الكبائن خذ شركه ثانيه انا سرعه 50 ميغا stc الياف 80 بنق بدون تقطيع ومرات تحت خايس لكن افضل الخايسين,negative
STC الياف بصريه 300ميغا/بالثانيه,1.15321e+18,7/22/2019 7:40,0.0,0.0,STC الياف بصريه 30ميغابالثانيه,neutral
زافالا الحين ليش STC الياف مسوين حظر على سيرفرات ديستني 2 !! كل شوي يطلعني و اعطاني كود Cabbage و طلع ان فيه حظر من stc .,1.15227e+18,7/19/2019 17:20,0.0,0.0,زافالا الحين ليش STC الياف مسوين حظر علي سيرفرات ديستني 2 كل شوي يطلعني و اعطاني كود Cabage و طلع ان فيه حظر من stc,negative
و ديستني بعد يطلعني من القيم بس مايطلعني من البارتي و اغلب الشباب اللي معي كذا ، كلنا Stc الياف,1.15226e+18,7/19/2019 16:47,0.0,0.0,و ديستني بعد يطلعني من القيم بس مايطلعني من البارتي و اغلب الشباب الي معي كذا كلنا Stc الياف,neutral
STC الياف وريح راسك,1.15017e+18,7/13/2019 22:40,0.0,0.0,STC الياف وريح راسك,positive
اليوم شفت سيارة stc الياف في حارتنا احس قلبي وقف,1.15004e+18,7/13/2019 13:42,0.0,0.0,اليوم شفت سياره stc الياف في حارتنا احس قلبي وقف,positive
افضل نت STC الياف,1.14954e+18,7/12/2019 4:31,0.0,0.0,افضل نت STC الياف,positive
السلام عليـكم ورحـمة الله وبـركـاته تم عمل طلب اكثر من مره للاتصالات السعوديه stc الياف بصريه وكل يوم يقول طلبك ملغي سو طلب جديد واذا سويت قالو يوجد تحديث دوري كلمنا 4ص او 8ص ولي اسبوع على هالموال اطلب ويكتبون طلبك ملغي ايش الحل لمين نشتكي بعد الله,1.14933e+18,7/11/2019 14:37,1.0,0.0,السلام عليكم ورحمه اله وبركاته تم عمل طلب اكثر من مره لاتصالات السعوديه stc الياف بصريه وكل يوم يقول طلبك ملغي سو طلب جديد واذا سويت قالو يوجد تحديث دوري كلمنا 4ص او 8ص ولي اسبوع علي هالموال اطلب ويكتبون طلبك ملغي ايش الحل لمين نشتكي بعد اله,negative
ههههههههههههههههه واضح لدرجه انى طالبه من @stc الياف بصريه من 6 شهور و للحين ماحد جاء ركب شي,1.14901e+18,7/10/2019 17:42,1.0,0.0,ه واضح لدرجه اني طالبه من الياف بصريه من 6 شهور و لحين ماحد جاء ركب شي,negative
معك و بقوة على ذا الكلام اليوم اكلمهم اقولهم ابي ipحقي يكون اوربي يقولون م نقدر ترا حتى اذا كلمتهم يعطونك اشياء تحطها ف سوني ip وزي كذا بس نفس الشي ومافيه اي فرق وجربت العب على STC الياف البنق في بداية القيم 85 اما اتصالات المتكاملة 115 والله حرام بس صراحة كا سرعه م نقص عندي شي,1.14869e+18,7/9/2019 20:15,0.0,0.0,معك و بقوه علي ذا الكلام اليوم اكلمهم اقولهم ابي ipحقي يكون اوربي يقولون م نقدر ترا حتي اذا كلمتهم يعطونك اشياء تحطها ف سوني ip وزي كذا بس نفس الشي ومافيه اي فرق وجربت العب علي STC الياف البنق في بدايه القيم 85 اما اتصالات المتكامله 15 واله حرام بس صراحه كا سرعه م نقص عندي شي,negative
فيه مشكله تقنيه بين سيرفرات بنجي وسيرفرات STC الياف.. الحل لابتوب وتركب عليه أي برنامج vpn وتخليه مركز إرسال للنت.. هذا أفضل حل ولا يطرد ابد,1.14409e+18,6/27/2019 3:44,1.0,1.0,فيه مشكله تقنيه بين سيرفرات بنجي وسيرفرات STC الياف الحل لابتوب وتركب عليه اي برنامج vpn وتخليه مركز ارسال لنت هذا افضل حل ولا يطرد ابد,neutral
#فايبر_STC_ب99ريال بالعكس انا عندي stc الياف بصرية وحلوة مدري ليش الحقد على ذا الشركة,1.14356e+18,6/25/2019 16:33,0.0,0.0,فايبرSTCب9ريال بالعكس انا عندي stc الياف بصريه وحلوه مدري ليش الحقد علي ذا الشركه,positive
الله يلعن STc ألياف ب ٥٠ ميقا ومفعلين الابلود ب٤٩ ونت زق,1.14346e+18,6/25/2019 10:24,0.0,0.0,اله يلعن STc الياف ب ٥٠ ميقا ومفعلين الابلود ب٤٩ ونت زق,negative
اما stc? الياف ولا وش؟,1.13927e+18,6/13/2019 20:32,0.0,0.0,اما stc الياف ولا وش,negative
الياف ذا ولا وش,1.13608e+18,6/5/2019 1:33,0.0,0.0,الياف ذا ولا وش,neutral
للمعلومية نتي STC الياف.,1.13287e+18,5/27/2019 4:26,0.0,0.0,لمعلوميه نتي STC الياف,neutral
من STC ألياف 50ميجا والسرعه تمام,1.1321e+18,5/25/2019 2:01,0.0,0.0,من STC الياف 50ميجا والسرعه تمام,positive
الحمدالله stc الياف بصرية عندنا,1.13112e+18,5/22/2019 9:02,0.0,0.0,الحمداله stc الياف بصريه عندنا,positive
#STC الياف بصرية المدينة المنورة,1.12923e+18,5/17/2019 3:36,0.0,0.0,STC الياف بصريه المدينه المنوره,neutral
ماقول الا حسبي الله على STC الياف اسم والله,1.12818e+18,5/14/2019 5:54,0.0,0.0,ماقول الا حسبي اله علي STC الياف اسم واله,negative
نصيحة لو تبي نت للبيت كامل أفضل شيء stc ألياف بصرية وتختار تبي تسددها كل شهر او كل شهرين او ثلاثة ..... حسب مقدرتك بتوفر كثيييير. ولو تبي للجوال بعد stc خدمة شهر ولها فئات كل وحدة مميزات واسعار مختلفة. خدماتهم والله تحسنت بس هي تعتمد على التغطية عندك بالمكان,1.12488e+18,5/5/2019 3:27,0.0,0.0,نصيحه لو تبي نت لبيت كامل افضل شيء stc الياف بصريه وتختار تبي تسدها كل شهر او كل شهرين او ثلاثه حسب مقدرتك بتوفر كثير ولو تبي لجوال بعد stc خدمه شهر ولها فئات كل وحده ميزات واسعار مختلفه خدماتهم واله تحسنت بس هي تعتمد علي التغطيه عندك بالمكان,positive
Stcالياف وكان كويس بس احسه ثقل هالشهر مدري ليه قبل شوي البنق 80,1.12338e+18,5/1/2019 0:18,0.0,0.0,Stcالياف وكان كويس بس احسه ثقل هالشهر مدري ليه قبل شوي البنق 80,negative
انا اتصالي stc الياف امس كان بنقي ٦٠ واموري تمام بس بعض الاحيان يجيك يومين البكت لوز يتعبني مرررة واذا غيرت على البيانات يكون مافي بكت لوز بس فيه لاق ويكون البنق ١٥٠,1.1228e+18,4/29/2019 9:57,0.0,0.0,انا اتصالي stc الياف امس كان بنقي ٦٠ واموري تمام بس بعض الاحيان يجيك يومين البكت لوز يتعبني مره واذا غيرت علي البيانات يكون مافي بكت لوز بس فيه لاق ويكون البنق ١٥٠,negative
الله لايحللكم يSTC الياف بصريه ويوقف علي ليه,1.12269e+18,4/29/2019 2:29,0.0,0.0,اله لايحلكم يSTC الياف بصريه ويوقف علي ليه,negative
"شكرا..للعلم لدي مودم STC الياف بصرية ,, هل يصلح ابدل مودم الشركة بهذا ؟؟؟",1.12109e+18,4/24/2019 16:29,0.0,0.0,شكرالعلم لدي مودم STC الياف بصريه هل يصلح ابدل مودم الشركه بهذا,neutral
@7591Nas مرحبا يالحبيب انا عندي مودم STC الياف بصرية سرعة 50 جيجا بس السرعة ماتوصل 50 هل فيه عندك حل لزيادة السرعة؟؟؟,1.12001e+18,4/21/2019 17:05,0.0,0.0,مرحبا يالحبيب انا عندي مودم STC الياف بصريه سرعه 50 جيجا بس السرعه ماتوصل 50 هل فيه عندك حل لزياده السرعه,neutral
@STCcare السلام عليكم ،، انا مشترك مع itc الياف اقدر اكنسله واشترك في stc الياف ؟,1.11833e+18,4/17/2019 2:04,0.0,0.0,السلام عليكم انا مشترك مع itc الياف اقدر اكنسله واشترك في stc الياف,neutral
باقه ٢٠٠ ريال شهريا من stc الياف ممتازه جدا,1.1175e+18,4/14/2019 18:29,2.0,1.0,باقه ٢٠ ريال شهريا من stc الياف متازه جدا,neutral
Stc الياف الي عندي,1.11741e+18,4/14/2019 12:39,0.0,0.0,Stc الياف الي عندي,neutral
مشتري جوي عن طريق stc الياف بصريه اقدر اشغل جوي على جوالي او لازم اشتراك ثاني ؟,1.11365e+18,4/4/2019 4:07,0.0,0.0,مشتري جوي عن طريق stc الياف بصريه اقدر اشغل جوي علي جوالي او لازم اشتراك ثاني,neutral
تغطون المنار في الرياض؟ أريد أن الغي خدمةStc ألياف بصرية سيئة جدا جدا @STCcare,1.10801e+18,3/19/2019 14:15,0.0,0.0,تغطون المنار في الرياض اريد ان الغي خدمهStc الياف بصريه سيئه جدا جدا,negative
الله ياخذ stc الياف و٥٠ ميقا وماعرف ايش فالنهاية تحديث ٢ قيقا ياخذ اكثر من نص ساعه,1.10542e+18,3/12/2019 10:41,0.0,0.0,اله ياخذ stc الياف و٥٠ ميقا وماعرف ايش فالنهايه تحديث ٢ قيقا ياخذ اكثر من نص ساعه,negative
الياف ؟,1.10189e+18,3/2/2019 16:48,0.0,0.0,الياف,neutral
الياف 300 وادفع 500 بالشهر,1.10108e+18,2/28/2019 11:40,1.0,0.0,الياف 30 وادفع 50 بالشهر,neutral
الاحظ ضعف في STC ألياف و 4G,1.09821e+18,2/20/2019 13:00,2.0,0.0,الاحظ ضعف في STC الياف و 4G,negative
حبيبي لا هنت انا عندي اشتراك في stc الياف بصريه ولكن بعض الاوقات تكون الجوده سيئه عشان كذا استفسرت منكم اذا فيه نت فقط اخده سنه كامل,1.09651e+18,2/15/2019 20:50,0.0,0.0,حبيبي لا هنت انا عندي اشتراك في stc الياف بصريه ولكن بعض الاوقات تكون الجوده سيئه عشان كذا استفسرت منكم اذا فيه نت فقط اخده سنه كامل,neutral
@zooomfiber صباح الخير هل حي الصفا بجده مغطى بخدمتكم مع وجود اثنين من المشغلين mobile .stc ألياف بصريه,1.09554e+18,2/13/2019 4:43,0.0,0.0,صباح الخير هل حي الصفا بجده مغطي بخدمتكم مع وجود اثنين من المشغلين mobile stc الياف بصريه,neutral
في الاحساء الوايفاي stc الياف,1.09504e+18,2/11/2019 19:17,0.0,0.0,في الاحساء الوايفاي stc الياف,neutral
مثلك فالسوني تجيني ٢ بس stc الياف من قبل امس بدت المشكلة كلمتهت قالو سيرفر الشرقية فيه عطل,1.09412e+18,2/9/2019 6:20,0.0,0.0,مثلك فالسوني تجيني ٢ بس stc الياف من قبل امس بدت المشكله كلمتهت قالو سيرفر الشرقيه فيه عطل,negative
أغلب مناطق الهفوف ركبتوا فيها ألياف بصرية الا حي البندرية حي الخالدية فيه ألياف، و حي الزهرة نصفه فيه ألياف، وحي العزيزية فيه ألياف. فأرجو منكم النظر في هذا الموضوع وهل من الممكن أن اعرف السبب؟! وشكرا #Stc #ألياف_البندرية_الهفوف,1.09299e+18,2/6/2019 3:39,0.0,0.0,اغلب مناطق الهفوف ركبتوا فيها الياف بصريه الا حي البندريه حي الخالديه فيه الياف و حي الزهره نصفه فيه الياف وحي العزيزيه فيه الياف فارجو منكم النظر في هذا الموضوع وهل من المكن ان اعرف السب وشكرا Stc اليافالبندريهالهفوف,negative
